po_id,supplier_id,component,po_date,promised_date,actual_date,quantity,unit_cost,po_value
PO000834,S0048,Aluminum,2025-09-16,2025-11-28,2025-12-03,8776,310.32,2723368.32
PO000835,S0049,Steel,2025-07-02,2025-09-11,2025-09-13,7214,413.12,2980247.68
PO000836,S0094,Battery Cell,2025-07-19,2025-10-10,2025-10-11,1364,550.18,750445.52
PO000837,S0012,Steel,2025-09-22,2025-10-02,2025-10-13,4128,61.84,255275.52
PO000838,S0055,Battery Cell,2025-10-21,2025-10-29,2025-11-04,1205,526.18,634046.9
PO000839,S0050,Motor Controller,2025-10-21,2025-12-20,2025-12-24,3277,63.05,206614.85
PO000840,S0048,Aluminum,2025-04-06,2025-06-18,2025-06-18,7489,585.99,4388479.11
PO000841,S0054,Tire,2025-11-02,2025-11-09,2025-11-24,5863,176.51,1034878.13
PO000842,S0005,Semiconductor,2025-04-04,2025-05-23,2025-06-06,1876,231.95,435138.2
PO000843,S0033,Battery Cell,2025-11-15,2026-01-31,2026-02-01,5845,277.3,1620818.5
PO000844,S0002,Tire,2025-05-11,2025-05-23,2025-05-28,7367,118.22,870926.74
PO000845,S0007,Infotainment Unit,2025-07-14,2025-07-21,2025-07-26,2747,104.75,287748.25
PO000846,S0019,Sensor,2025-01-30,2025-02-12,2025-02-13,2568,39.96,102617.28
PO000847,S0020,Steel,2025-06-29,2025-09-06,2025-09-09,8356,588.59,4918258.04
PO000848,S0046,Wiring Harness,2025-12-06,2025-12-18,2025-12-19,4955,366.35,1815264.25
PO000849,S0002,Tire,2025-07-11,2025-07-23,2025-07-27,787,251.31,197780.97
PO000850,S0002,Tire,2025-04-16,2025-04-28,2025-04-28,5708,446.0,2545768.0
PO000851,S0082,Aluminum,2025-07-08,2025-09-15,2025-09-16,4444,465.0,2066460.0
PO000852,S0003,Aluminum,2025-04-30,2025-07-13,2025-07-18,605,120.95,73174.75
PO000853,S0099,Wiring Harness,2025-05-24,2025-06-19,2025-06-19,2692,370.9,998462.8
PO000854,S0012,Steel,2025-06-15,2025-06-25,2025-07-06,7212,450.7,3250448.4
PO000855,S0022,Battery Cell,2025-07-30,2025-08-11,2025-08-17,2942,237.47,698636.74
PO000856,S0030,Infotainment Unit,2025-10-10,2025-11-04,2025-11-09,2568,140.0,359520.0
PO000857,S0087,Brake Assembly,2025-04-30,2025-07-07,2025-07-13,6960,386.24,2688230.4
PO000858,S0067,Sensor,2025-02-07,2025-04-24,2025-05-01,2452,594.52,1457763.04
PO000859,S0039,Wiring Harness,2025-05-30,2025-07-08,2025-07-15,8236,378.84,3120126.24
PO000860,S0007,Infotainment Unit,2025-07-29,2025-08-05,2025-08-05,850,126.46,107491.0
PO000861,S0012,Steel,2025-01-15,2025-01-25,2025-01-30,1831,347.55,636364.05
PO000862,S0055,Battery Cell,2025-05-24,2025-06-01,2025-06-12,8968,440.51,3950493.68
PO000863,S0072,Tire,2025-03-05,2025-03-15,2025-03-15,3234,376.85,1218732.9
PO000864,S0100,Sensor,2025-12-13,2025-12-26,2026-01-02,145,189.53,27481.85
PO000865,S0095,Wiring Harness,2025-03-05,2025-04-15,2025-04-20,1324,289.94,383880.56
PO000866,S0041,Semiconductor,2025-04-10,2025-05-16,2025-05-19,8028,289.72,2325872.16
PO000867,S0007,Infotainment Unit,2025-03-16,2025-03-23,2025-03-29,6523,290.45,1894605.35
PO000868,S0060,Steel,2025-05-22,2025-07-13,2025-07-15,3729,425.51,1586726.79
PO000869,S0034,Semiconductor,2025-01-07,2025-02-18,2025-02-27,5290,537.43,2843004.7
PO000870,S0038,Brake Assembly,2025-01-23,2025-02-16,2025-02-16,8432,545.43,4599065.76
PO000871,S0098,Brake Assembly,2025-05-22,2025-06-24,2025-06-29,3437,230.57,792469.09
PO000872,S0051,Tire,2025-06-20,2025-07-31,2025-08-02,1295,481.56,623620.2
PO000873,S0053,Wiring Harness,2025-07-15,2025-10-04,2025-10-09,2770,368.33,1020274.1
PO000874,S0031,Battery Cell,2025-04-02,2025-05-24,2025-05-27,5008,49.03,245542.24
PO000875,S0005,Semiconductor,2025-08-15,2025-10-03,2025-10-08,4768,302.46,1442129.28
PO000876,S0080,Infotainment Unit,2025-12-05,2025-12-18,2025-12-29,1986,471.79,936974.94
PO000877,S0045,Wiring Harness,2025-11-02,2026-01-13,2026-01-20,4136,346.35,1432503.6
PO000878,S0062,Steel,2025-08-04,2025-10-21,2025-10-25,2464,411.64,1014280.96
PO000879,S0066,Wiring Harness,2025-06-22,2025-07-14,2025-07-22,889,284.31,252751.59
PO000880,S0093,Aluminum,2025-04-17,2025-06-06,2025-06-06,5937,520.67,3091217.79
PO000881,S0031,Battery Cell,2025-12-06,2026-01-27,2026-01-29,5074,108.58,550934.92
PO000882,S0093,Aluminum,2025-10-21,2025-12-10,2025-12-15,4912,588.26,2889533.12
PO000883,S0089,Motor Controller,2025-04-08,2025-05-28,2025-06-05,323,62.65,20235.95
PO000884,S0085,Wiring Harness,2025-12-23,2026-03-11,2026-03-11,754,245.58,185167.32
PO000885,S0081,Wiring Harness,2025-05-13,2025-07-29,2025-08-02,6654,442.6,2945060.4
PO000886,S0093,Aluminum,2025-07-12,2025-08-31,2025-09-13,5633,55.01,309871.33
PO000887,S0083,Brake Assembly,2025-07-17,2025-09-22,2025-09-28,203,525.14,106603.42
PO000888,S0030,Infotainment Unit,2025-08-04,2025-08-29,2025-08-29,8176,374.68,3063383.68
PO000889,S0086,Semiconductor,2025-02-03,2025-04-15,2025-04-21,5334,11.51,61394.34
PO000890,S0092,Aluminum,2025-06-16,2025-08-21,2025-08-28,3367,357.45,1203534.15
PO000891,S0047,Sensor,2025-05-20,2025-07-01,2025-07-01,3663,422.79,1548679.77
PO000892,S0001,Brake Assembly,2025-08-20,2025-10-21,2025-10-24,925,23.53,21765.25
PO000893,S0080,Infotainment Unit,2025-07-07,2025-07-20,2025-07-23,6985,67.3,470090.5
PO000894,S0028,Sensor,2025-05-24,2025-07-22,2025-07-23,3095,182.49,564806.55
PO000895,S0050,Motor Controller,2025-01-12,2025-03-13,2025-03-24,8606,511.79,4404464.74
PO000896,S0079,Brake Assembly,2025-12-05,2026-01-23,2026-01-28,1149,233.16,267900.84
PO000897,S0036,Steel,2025-06-19,2025-07-22,2025-07-28,5886,155.42,914802.12
PO000898,S0032,Motor Controller,2025-10-01,2025-11-25,2025-12-07,7504,67.58,507120.32
PO000899,S0052,Tire,2025-12-07,2026-02-01,2026-02-04,3314,222.15,736205.1
PO000900,S0058,Motor Controller,2025-03-22,2025-04-22,2025-04-30,1881,527.31,991870.11
PO000901,S0060,Steel,2025-09-04,2025-10-26,2025-11-04,4416,599.04,2645360.64
PO000902,S0016,Wiring Harness,2025-09-17,2025-10-25,2025-11-01,3275,266.3,872132.5
PO000903,S0018,Battery Cell,2025-12-10,2026-02-01,2026-02-02,7818,380.63,2975765.34
PO000904,S0058,Motor Controller,2025-04-11,2025-05-12,2025-05-17,1055,353.72,373174.6
PO000905,S0045,Wiring Harness,2025-08-29,2025-11-09,2025-11-09,6460,33.29,215053.4
PO000906,S0020,Steel,2025-09-12,2025-11-20,2025-11-22,3022,289.55,875020.1
PO000907,S0007,Infotainment Unit,2025-07-15,2025-07-22,2025-07-27,4031,283.66,1143433.46
PO000908,S0056,Tire,2025-10-12,2025-11-30,2025-11-30,1602,218.66,350293.32
PO000909,S0056,Tire,2025-03-09,2025-04-27,2025-04-27,4300,246.78,1061154.0
PO000910,S0012,Steel,2025-07-04,2025-07-14,2025-07-23,1335,475.1,634258.5
PO000911,S0043,Infotainment Unit,2025-11-28,2026-02-01,2026-02-08,6685,390.52,2610626.2
PO000912,S0088,Motor Controller,2025-09-27,2025-11-20,2025-11-20,7768,591.27,4592985.36
PO000913,S0045,Wiring Harness,2025-06-20,2025-08-31,2025-09-04,861,131.25,113006.25
PO000914,S0053,Wiring Harness,2025-07-01,2025-09-20,2025-09-20,8349,202.39,1689754.11
PO000915,S0047,Sensor,2025-04-27,2025-06-08,2025-06-08,7604,193.61,1472210.44
PO000916,S0095,Wiring Harness,2025-07-05,2025-08-15,2025-08-23,4570,13.48,61603.6
PO000917,S0072,Tire,2025-08-01,2025-08-11,2025-08-14,2866,517.84,1484129.44
PO000918,S0091,Battery Cell,2025-06-06,2025-06-19,2025-06-23,3773,73.28,276485.44
PO000919,S0084,Motor Controller,2025-04-09,2025-05-01,2025-05-05,3891,196.89,766098.99
PO000920,S0028,Sensor,2025-07-25,2025-09-22,2025-09-22,7088,204.56,1449921.28
PO000921,S0091,Battery Cell,2025-11-13,2025-11-26,2025-11-26,6758,340.68,2302315.44
PO000922,S0046,Wiring Harness,2025-03-29,2025-04-10,2025-04-10,7074,99.05,700679.7
PO000923,S0062,Steel,2025-01-29,2025-04-17,2025-04-22,4799,105.24,505046.76
PO000924,S0085,Wiring Harness,2025-10-31,2026-01-17,2026-01-17,2002,370.37,741480.74
PO000925,S0004,Steel,2025-07-16,2025-07-25,2025-07-25,2835,505.07,1431873.45
PO000926,S0019,Sensor,2025-05-24,2025-06-06,2025-06-15,1116,415.88,464122.08
PO000927,S0085,Wiring Harness,2025-03-06,2025-05-23,2025-05-27,2956,205.55,607605.8
PO000928,S0096,Tire,2025-08-12,2025-09-11,2025-09-19,5768,28.89,166637.52
PO000929,S0072,Tire,2025-05-27,2025-06-06,2025-06-07,6999,455.04,3184824.96
PO000930,S0061,Wiring Harness,2025-06-22,2025-09-06,2025-09-08,6022,416.56,2508524.32
PO000931,S0021,Wiring Harness,2025-09-12,2025-09-28,2025-09-28,5264,343.9,1810289.6
PO000932,S0031,Battery Cell,2025-11-29,2026-01-20,2026-01-21,2376,401.68,954391.68
PO000933,S0047,Sensor,2025-01-22,2025-03-05,2025-03-05,2698,268.9,725492.2
PO000934,S0032,Motor Controller,2025-10-25,2025-12-19,2025-12-21,2514,99.28,249589.92
PO000935,S0085,Wiring Harness,2025-02-25,2025-05-14,2025-05-20,2240,85.72,192012.8
PO000936,S0096,Tire,2025-12-27,2026-01-26,2026-01-26,3098,175.98,545186.04
PO000937,S0024,Sensor,2025-12-10,2026-03-03,2026-03-12,6936,389.51,2701641.36
PO000938,S0025,Semiconductor,2025-03-16,2025-05-12,2025-05-19,1177,459.95,541361.15
PO000939,S0055,Battery Cell,2025-10-10,2025-10-18,2025-10-21,851,485.65,413288.15
PO000940,S0052,Tire,2025-09-25,2025-11-20,2025-11-26,2601,108.63,282546.63
PO000941,S0038,Brake Assembly,2025-01-12,2025-02-05,2025-02-07,8728,338.44,2953904.32
PO000942,S0049,Steel,2025-01-10,2025-03-22,2025-03-22,2385,595.26,1419695.1
PO000943,S0090,Tire,2025-02-23,2025-05-18,2025-05-18,2531,165.2,418121.2
PO000944,S0034,Semiconductor,2025-09-26,2025-11-07,2025-11-12,352,533.84,187911.68
PO000945,S0005,Semiconductor,2025-05-25,2025-07-13,2025-07-18,3014,250.15,753952.1
PO000946,S0083,Brake Assembly,2025-05-23,2025-07-29,2025-08-02,7844,32.46,254616.24
PO000947,S0090,Tire,2025-11-21,2026-02-13,2026-02-20,6556,76.4,500878.4
PO000948,S0070,Infotainment Unit,2025-07-30,2025-09-04,2025-09-07,5476,589.45,3227828.2
PO000949,S0091,Battery Cell,2025-08-17,2025-08-30,2025-08-30,6179,567.67,3507632.93
PO000950,S0009,Tire,2025-04-30,2025-06-17,2025-06-21,5689,433.84,2468115.76
PO000951,S0037,Infotainment Unit,2025-08-08,2025-09-22,2025-09-26,6960,593.96,4133961.6
PO000952,S0016,Wiring Harness,2025-08-05,2025-09-12,2025-09-18,2683,292.39,784482.37
PO000953,S0074,Steel,2025-11-17,2026-01-06,2026-01-06,8349,493.3,4118561.7
PO000954,S0051,Tire,2025-03-30,2025-05-10,2025-05-10,5345,477.53,2552397.85
PO000955,S0086,Semiconductor,2025-01-14,2025-03-26,2025-04-02,6349,24.71,156883.79
PO000956,S0034,Semiconductor,2025-03-20,2025-05-01,2025-05-08,5630,175.74,989416.2
PO000957,S0010,Tire,2025-02-23,2025-04-13,2025-04-14,1492,93.74,139860.08
PO000958,S0016,Wiring Harness,2025-05-11,2025-06-18,2025-06-22,1341,251.66,337476.06
PO000959,S0038,Brake Assembly,2025-08-20,2025-09-13,2025-09-26,5184,270.42,1401857.28
PO000960,S0036,Steel,2025-04-17,2025-05-20,2025-05-25,186,542.13,100836.18
PO000961,S0076,Motor Controller,2025-07-30,2025-09-24,2025-09-29,1056,213.74,225709.44
PO000962,S0020,Steel,2025-01-26,2025-04-05,2025-04-07,1512,121.77,184116.24
PO000963,S0059,Battery Cell,2025-12-25,2026-02-12,2026-02-17,458,574.66,263194.28
PO000964,S0066,Wiring Harness,2025-08-30,2025-09-21,2025-09-30,5944,238.1,1415266.4
PO000965,S0038,Brake Assembly,2025-08-15,2025-09-08,2025-09-11,1261,9.85,12420.85
PO000966,S0019,Sensor,2025-05-06,2025-05-19,2025-05-23,3245,248.43,806155.35
PO000967,S0097,Infotainment Unit,2025-08-31,2025-09-29,2025-10-06,2827,161.05,455288.35
PO000968,S0025,Semiconductor,2025-04-02,2025-05-29,2025-06-04,1190,102.38,121832.2
PO000969,S0010,Tire,2025-11-09,2025-12-28,2026-01-04,4044,75.23,304230.12
PO000970,S0056,Tire,2025-05-08,2025-06-26,2025-07-01,2440,253.53,618613.2
PO000971,S0036,Steel,2025-09-08,2025-10-11,2025-10-21,8821,149.64,1319974.44
PO000972,S0062,Steel,2025-09-16,2025-12-03,2025-12-06,1248,496.78,619981.44
PO000973,S0005,Semiconductor,2025-11-04,2025-12-23,2025-12-30,778,196.44,152830.32
PO000974,S0025,Semiconductor,2025-11-05,2026-01-01,2026-01-12,2071,239.16,495300.36
PO000975,S0079,Brake Assembly,2025-06-19,2025-08-07,2025-08-16,6497,321.23,2087031.31
PO000976,S0064,Steel,2025-04-19,2025-06-29,2025-06-29,2993,302.21,904514.53
PO000977,S0096,Tire,2025-07-05,2025-08-04,2025-08-06,4595,352.08,1617807.6
PO000978,S0078,Semiconductor,2025-04-09,2025-04-25,2025-04-28,964,481.89,464541.96
PO000979,S0046,Wiring Harness,2025-04-29,2025-05-11,2025-05-18,5900,340.92,2011428.0
PO000980,S0030,Infotainment Unit,2025-11-17,2025-12-12,2025-12-13,6648,490.05,3257852.4
PO000981,S0042,Sensor,2025-04-10,2025-05-02,2025-05-05,6502,289.13,1879923.26
PO000982,S0062,Steel,2025-04-28,2025-07-15,2025-07-17,8120,31.35,254562.0
PO000983,S0068,Infotainment Unit,2025-03-05,2025-04-30,2025-04-30,4219,568.03,2396518.57
PO000984,S0061,Wiring Harness,2025-01-21,2025-04-07,2025-04-15,882,303.16,267387.12
PO000985,S0028,Sensor,2025-03-10,2025-05-08,2025-05-15,6770,317.62,2150287.4
PO000986,S0095,Wiring Harness,2025-06-11,2025-07-22,2025-07-27,4586,441.47,2024581.42
PO000987,S0011,Sensor,2025-07-06,2025-08-09,2025-08-12,5097,221.96,1131330.12
PO000988,S0011,Sensor,2025-06-18,2025-07-22,2025-07-24,5860,475.41,2785902.6
PO000989,S0075,Aluminum,2025-08-05,2025-10-13,2025-10-24,6494,190.8,1239055.2
PO000990,S0072,Tire,2025-10-01,2025-10-11,2025-10-11,150,282.21,42331.5
PO000991,S0065,Sensor,2025-07-05,2025-08-23,2025-08-27,8454,503.28,4254729.12
PO000992,S0017,Infotainment Unit,2025-07-14,2025-09-12,2025-09-20,6781,262.47,1779809.07
PO000993,S0042,Sensor,2025-02-12,2025-03-06,2025-03-06,4031,232.76,938255.56
PO000994,S0075,Aluminum,2025-07-09,2025-09-16,2025-09-19,2832,155.93,441593.76
PO000995,S0083,Brake Assembly,2025-05-10,2025-07-16,2025-07-24,4320,273.04,1179532.8
PO000996,S0045,Wiring Harness,2025-01-02,2025-03-15,2025-03-17,1326,148.38,196751.88
PO000997,S0043,Infotainment Unit,2025-08-07,2025-10-11,2025-10-18,494,533.63,263613.22
PO000998,S0073,Motor Controller,2025-10-11,2025-12-09,2025-12-12,6789,540.46,3669182.94
PO000999,S0052,Tire,2025-03-13,2025-05-08,2025-05-11,8671,254.18,2203994.78
PO001000,S0031,Battery Cell,2025-05-10,2025-07-01,2025-07-01,746,123.95,92466.7
PO001001,S0079,Brake Assembly,2025-11-08,2025-12-27,2026-01-04,5157,430.26,2218850.82
PO001002,S0098,Brake Assembly,2025-12-15,2026-01-17,2026-01-18,2473,115.43,285458.39
PO001003,S0012,Steel,2025-03-28,2025-04-07,2025-04-17,4412,92.96,410139.52
PO001004,S0080,Infotainment Unit,2025-09-28,2025-10-11,2025-10-14,496,370.56,183797.76
PO001005,S0020,Steel,2025-10-04,2025-12-12,2025-12-12,7332,126.3,926031.6
PO001006,S0045,Wiring Harness,2025-01-06,2025-03-19,2025-03-27,8141,192.53,1567386.73
PO001007,S0006,Motor Controller,2025-01-22,2025-03-03,2025-03-11,8303,567.01,4707884.03
PO001008,S0081,Wiring Harness,2025-02-24,2025-05-12,2025-05-21,6627,63.97,423929.19
PO001009,S0011,Sensor,2025-12-06,2026-01-09,2026-01-12,8789,391.67,3442387.63
PO001010,S0036,Steel,2025-10-09,2025-11-11,2025-11-19,92,242.09,22272.28
PO001011,S0053,Wiring Harness,2025-03-05,2025-05-25,2025-06-02,2308,82.34,190040.72
PO001012,S0001,Brake Assembly,2025-07-07,2025-09-07,2025-09-11,6781,73.87,500912.47
PO001013,S0048,Aluminum,2025-03-10,2025-05-22,2025-05-26,4900,404.45,1981805.0
PO001014,S0074,Steel,2025-11-28,2026-01-17,2026-01-18,5977,217.52,1300117.04
PO001015,S0014,Brake Assembly,2025-02-25,2025-04-27,2025-04-30,4503,322.89,1453973.67
PO001016,S0066,Wiring Harness,2025-06-16,2025-07-08,2025-07-18,755,272.73,205911.15
PO001017,S0013,Brake Assembly,2025-12-31,2026-03-19,2026-03-21,2006,145.02,290910.12
PO001018,S0004,Steel,2025-10-03,2025-10-12,2025-10-24,7580,9.37,71024.6
PO001019,S0090,Tire,2025-01-02,2025-03-27,2025-03-31,7496,246.02,1844165.92
PO001020,S0099,Wiring Harness,2025-09-25,2025-10-21,2025-10-24,3536,365.27,1291594.72
PO001021,S0042,Sensor,2025-12-13,2026-01-04,2026-01-04,1076,6.78,7295.28
PO001022,S0059,Battery Cell,2025-05-15,2025-07-03,2025-07-13,5653,520.99,2945156.47
PO001023,S0040,Motor Controller,2025-11-21,2025-11-28,2025-12-07,4871,95.89,467080.19
PO001024,S0057,Motor Controller,2025-03-04,2025-03-12,2025-03-16,1740,477.87,831493.8
PO001025,S0068,Infotainment Unit,2025-08-16,2025-10-11,2025-10-11,5974,490.14,2928096.36
PO001026,S0099,Wiring Harness,2025-08-04,2025-08-30,2025-08-30,1351,180.75,244193.25
PO001027,S0089,Motor Controller,2025-09-25,2025-11-14,2025-11-25,1703,242.69,413301.07
PO001028,S0076,Motor Controller,2025-04-25,2025-06-20,2025-06-24,4053,130.25,527903.25
PO001029,S0007,Infotainment Unit,2025-11-16,2025-11-23,2025-12-02,3362,367.74,1236341.88
PO001030,S0037,Infotainment Unit,2025-11-11,2025-12-26,2026-01-04,2264,373.81,846305.84
PO001031,S0034,Semiconductor,2025-10-26,2025-12-07,2025-12-14,6681,509.97,3407109.57
PO001032,S0014,Brake Assembly,2025-01-01,2025-03-03,2025-03-06,7687,506.18,3891005.66
PO001033,S0076,Motor Controller,2025-06-18,2025-08-13,2025-08-17,2932,430.94,1263516.08
PO001034,S0074,Steel,2025-04-24,2025-06-13,2025-06-14,4963,203.88,1011856.44
PO001035,S0063,Motor Controller,2025-07-17,2025-09-27,2025-10-01,785,182.29,143097.65
PO001036,S0071,Infotainment Unit,2025-08-23,2025-09-02,2025-09-08,6955,170.82,1188053.1
PO001037,S0090,Tire,2025-11-10,2026-02-02,2026-02-03,4526,559.61,2532794.86
PO001038,S0012,Steel,2025-03-08,2025-03-18,2025-03-18,5077,173.5,880859.5
PO001039,S0039,Wiring Harness,2025-08-19,2025-09-27,2025-10-09,3306,158.45,523835.7
PO001040,S0048,Aluminum,2025-04-22,2025-07-04,2025-07-04,1429,490.5,700924.5
PO001041,S0061,Wiring Harness,2025-12-25,2026-03-11,2026-03-15,4426,578.42,2560086.92
PO001042,S0063,Motor Controller,2025-01-29,2025-04-11,2025-04-18,5648,351.5,1985272.0
PO001043,S0047,Sensor,2025-05-09,2025-06-20,2025-06-22,2496,212.66,530799.36
PO001044,S0001,Brake Assembly,2025-06-28,2025-08-29,2025-08-29,3786,79.53,301100.58
PO001045,S0010,Tire,2025-10-15,2025-12-03,2025-12-10,7964,227.82,1814358.48
PO001046,S0016,Wiring Harness,2025-06-17,2025-07-25,2025-07-25,5195,504.17,2619163.15
PO001047,S0054,Tire,2025-09-08,2025-09-15,2025-09-22,4784,339.19,1622684.96
PO001048,S0018,Battery Cell,2025-06-06,2025-07-29,2025-07-29,1329,458.18,608921.22
PO001049,S0092,Aluminum,2025-03-21,2025-05-26,2025-06-02,1707,537.88,918161.16
PO001050,S0087,Brake Assembly,2025-03-27,2025-06-03,2025-06-15,3161,570.0,1801770.0
PO001051,S0052,Tire,2025-09-01,2025-10-27,2025-11-01,5414,421.3,2280918.2
PO001052,S0042,Sensor,2025-08-23,2025-09-14,2025-09-18,267,125.86,33604.62
PO001053,S0052,Tire,2025-01-27,2025-03-24,2025-04-02,6862,441.73,3031151.26
PO001054,S0079,Brake Assembly,2025-10-21,2025-12-09,2025-12-13,7926,214.85,1702901.1
PO001055,S0041,Semiconductor,2025-09-18,2025-10-24,2025-10-28,6593,73.97,487684.21
PO001056,S0093,Aluminum,2025-01-20,2025-03-11,2025-03-13,7643,64.96,496489.28
PO001057,S0073,Motor Controller,2025-09-25,2025-11-23,2025-11-25,3909,437.38,1709718.42
PO001058,S0015,Motor Controller,2025-05-28,2025-07-13,2025-07-13,8473,248.47,2105286.31
PO001059,S0042,Sensor,2025-09-07,2025-09-29,2025-09-29,5156,369.53,1905296.68
PO001060,S0080,Infotainment Unit,2025-10-10,2025-10-23,2025-10-23,2355,61.94,145868.7
PO001061,S0071,Infotainment Unit,2025-11-10,2025-11-20,2025-11-28,8662,134.34,1163653.08
PO001062,S0019,Sensor,2025-04-05,2025-04-18,2025-04-18,7417,423.89,3143992.13
PO001063,S0013,Brake Assembly,2025-02-13,2025-05-02,2025-05-02,5083,585.42,2975689.86
PO001064,S0089,Motor Controller,2025-04-13,2025-06-02,2025-06-07,8225,498.98,4104110.5
PO001065,S0066,Wiring Harness,2025-08-27,2025-09-18,2025-09-24,1984,82.49,163660.16
PO001066,S0005,Semiconductor,2025-09-09,2025-10-28,2025-11-03,954,152.05,145055.7
PO001067,S0021,Wiring Harness,2025-08-21,2025-09-06,2025-09-07,8762,10.11,88583.82
PO001068,S0036,Steel,2025-08-21,2025-09-23,2025-09-29,5007,180.22,902361.54
PO001069,S0034,Semiconductor,2025-08-18,2025-09-29,2025-10-02,8127,398.56,3239097.12
PO001070,S0079,Brake Assembly,2025-02-07,2025-03-28,2025-04-07,2348,114.03,267742.44
PO001071,S0013,Brake Assembly,2025-08-14,2025-10-31,2025-10-31,6954,286.97,1995589.38
PO001072,S0085,Wiring Harness,2025-07-18,2025-10-04,2025-10-15,8533,292.85,2498889.05
PO001073,S0060,Steel,2025-02-27,2025-04-20,2025-04-24,8525,396.38,3379139.5
PO001074,S0079,Brake Assembly,2025-11-13,2026-01-01,2026-01-06,340,516.39,175572.6
PO001075,S0024,Sensor,2025-10-21,2026-01-12,2026-01-23,4285,406.21,1740609.85
PO001076,S0023,Aluminum,2025-04-24,2025-07-05,2025-07-06,5036,506.3,2549726.8
PO001077,S0059,Battery Cell,2025-08-28,2025-10-16,2025-10-20,2317,243.76,564791.92
PO001078,S0074,Steel,2025-06-16,2025-08-05,2025-08-06,7945,241.38,1917764.1
PO001079,S0060,Steel,2025-06-16,2025-08-07,2025-08-08,5011,382.32,1915805.52
PO001080,S0083,Brake Assembly,2025-06-03,2025-08-09,2025-08-13,5657,52.33,296030.81
PO001081,S0008,Infotainment Unit,2025-04-20,2025-05-15,2025-05-22,2116,303.55,642311.8
PO001082,S0039,Wiring Harness,2025-04-22,2025-05-31,2025-06-07,4819,595.82,2871256.58
PO001083,S0076,Motor Controller,2025-03-24,2025-05-19,2025-05-26,7824,465.07,3638707.68
PO001084,S0086,Semiconductor,2025-07-31,2025-10-10,2025-10-14,7662,166.34,1274497.08
PO001085,S0016,Wiring Harness,2025-05-26,2025-07-03,2025-07-08,4982,29.3,145972.6
PO001086,S0071,Infotainment Unit,2025-06-02,2025-06-12,2025-06-17,2579,592.5,1528057.5
PO001087,S0014,Brake Assembly,2025-10-29,2025-12-29,2025-12-30,6812,574.33,3912335.96
PO001088,S0038,Brake Assembly,2025-11-06,2025-11-30,2025-12-04,64,406.46,26013.44
PO001089,S0015,Motor Controller,2025-04-15,2025-05-31,2025-06-03,4192,271.21,1136912.32
PO001090,S0027,Wiring Harness,2025-03-10,2025-03-20,2025-03-22,546,382.94,209085.24
PO001091,S0063,Motor Controller,2025-04-02,2025-06-13,2025-06-14,6908,318.42,2199645.36
PO001092,S0067,Sensor,2025-11-18,2026-02-02,2026-02-09,7443,295.32,2198066.76
PO001093,S0085,Wiring Harness,2025-11-01,2026-01-18,2026-01-21,1825,344.83,629314.75
PO001094,S0088,Motor Controller,2025-06-30,2025-08-23,2025-08-23,2484,570.55,1417246.2
PO001095,S0075,Aluminum,2025-10-26,2026-01-03,2026-01-03,8388,37.51,314633.88
PO001096,S0063,Motor Controller,2025-04-21,2025-07-02,2025-07-11,6649,586.08,3896845.92
PO001097,S0025,Semiconductor,2025-02-11,2025-04-09,2025-04-13,3922,232.29,911041.38
PO001098,S0098,Brake Assembly,2025-09-28,2025-10-31,2025-11-01,1702,289.11,492065.22
PO001099,S0090,Tire,2025-08-08,2025-10-31,2025-10-31,2365,135.7,320930.5
